institute,institute_code,course,category,cutoff_rank,year,round
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","3BR","54666","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","GM","49123","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","GMK","51001","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","GMR","53999","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","SCG","75990","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","SCR","78648","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","STG","82724","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","CS Computers","STR","88353","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","1G","79505","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","1R","99432","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","2AG","85093","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","2AK","85099","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","2AR","86200","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","2BG","78625","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","3AG","75677","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","3BG","73592","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","GM","71983","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","GMK","76606","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","EC Electronics","SCK","129957","2023","R1"
"Government Engineering College Kushalnagar,Kodagu Dist","E161","ME Mechanical","GM","194440","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","2BG","166210","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","2BK","190164","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","2BR","201459","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","3BG","183720","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","GM","150148","2023","R1"
"Government Engineering College Raichur","E162","CE Civil","SCG","125568","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","2BG","54129","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","2BR","68885","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","3BG","54834","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","SCG","40757","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","SCR","44458","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","STG","66300","2023","R1"
"Government Engineering College Raichur","E162","CS Computers","STR","76932","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","2AG","79025","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","2BG","86184","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","3AG","89858","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","3AR","94198","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","GM","77297","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","SCG","66027","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","SCK","73910","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","SCR","76861","2023","R1"
"Government Engineering College Raichur","E162","EC Electronics","STG","118543","2023","R1"
"Government Engineering College Raichur","E162","ME Mechanical","SCG","201214","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","1G","147548","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","1R","1912","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","2AG","6017","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","2AK","6810","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","2BG","1896","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","2BK","1114","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","2BR","6314","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","3AR","194587","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","3BR","149590","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CE Civil","SCK","194132","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","1G","55901","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","2AG","56367","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","2AR","58741","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","2BG","58235","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","2BR","71236","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","3AG","46543","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","3BG","47222","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","3BK","54404","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","GM","44419","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","GMK","46028","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","GMR","52535","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","SCG","76260","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","SCR","78919","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","STG","73989","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","CS Computers","STR","84017","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","1G","85601","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","2AG","72458","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","2AR","81136","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","2BG","76530","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","2BR","78135","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","3AG","77694","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","3BG","70559","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","3BR","71204","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","GM","68032","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","GMK","69946","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","GMR","70743","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","SCG","127736","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","SCR","151731","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","STG","115875","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","EC Electronics","STK","163545","2023","R1"
"Government Engineering College Devagiri,Haveri","E163","ME Mechanical","GM","203119","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CE Civil","1G","189419","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CE Civil","2AG","200528","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CE Civil","2BG","164638","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CE Civil","3BG","174337","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CE Civil","SCG","200592","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","1G","58630","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","2AG","63450","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","2BG","55955","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","3BG","56871","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","3BK","59067","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","3BR","65349","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","GM","55174","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","GMR","55552","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","SCG","69032","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","CS Computers","STG","79990","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","2AG","85430","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","2AR","87742","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","2BR","133179","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","3AG","86382","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","3BG","81508","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","GM","80130","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","GMK","80540","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","GMR","81042","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","SCG","116270","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","SCR","1315","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","STG","7410","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","EC Electronics","STK","9397","2023","R1"
"Government Engineering College Huvina Hadagali,Bellary Dist.","E164","ME Mechanical","GM","201246","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","2BG","74819","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","3AG","71133","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","3BG","69501","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","GM","72947","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","SCG","69177","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","SCK","81685","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","SCR","74988","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","AI Artificial Intelligence","STG","153890","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","2AG","63284","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","2BG","63677","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","2BR","63837","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","3AG","59921","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","3AR","60428","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","3BG","61066","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","GM","61598","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","SCG","55618","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","SCK","59868","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","CS Computers","STK","133174","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","2AG","85407","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","2BG","89788","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","2BK","94267","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","2BR","94750","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","3AG","78074","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","3BG","83490","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","GM","81878","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","SCG","74365","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","SCR","80689","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EC Electronics","STG","170085","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","2AG","140672","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","2BG","128722","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","2BR","1467","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","3AG","514","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","3AK","4415","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","GM","1557","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","GMK","4913","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","EE Electrical","GMR","1585","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","2AG","115362","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","2BG","101462","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","3AG","97147","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","3AR","111465","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","3BG","98844","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","GM","98921","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","GMR","132726","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","SCG","95659","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","SCK","99805","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","SCR","96922","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IC CS-IoT, Cyber Security","STG","177986","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","2AG","78997","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","2AR","10186","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","2BG","81640","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","3BG","77772","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","3BR","83882","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","GM","76840","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","SCG","73738","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","SCR","76349","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","IE Info.Science","STG","151588","2023","R1"
"Yenepoya Institute of Technology Thodar,Moodbidri","E165","ME Mechanical","SCG","192033","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","1G","194113","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","2AG","160816","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","2BG","122178","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","3AG","184050","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","3BG","1223","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","3BK","9813","2023","R1"
"K L E Institute of Technology Hubli","E166","CE Civil","3BR","3452","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","1G","21164","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","2AG","21449","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","2AK","23414","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","2AR","23745","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","2BG","22764","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","3AG","21462","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","3BG","18762","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","3BR","21469","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","GM","17957","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","GMK","19045","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","GMR","20871","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","SCG","48924","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","SCK","65307","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","SCR","74886","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","STG","55390","2023","R1"
"K L E Institute of Technology Hubli","E166","CS Computers","STR","71855","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","1G","42440","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","2AG","30075","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","2AK","30895","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","2AR","30930","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","2BG","30386","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","3AG","29292","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","3BG","27310","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","3BR","30957","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","GM","25107","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","GMK","29047","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","GMR","29546","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","SCG","90364","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","SCK","97606","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","SCR","96190","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","STG","97690","2023","R1"
"K L E Institute of Technology Hubli","E166","EC Electronics","STR","122509","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","1G","52417","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","2AG","50194","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","2AR","83230","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","2BG","47462","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","2BR","150034","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","3AG","49076","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","3AK","90839","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","3BG","47326","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","GM","40836","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","GMK","47926","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","GMR","54831","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","SCG","103655","2023","R1"
"K L E Institute of Technology Hubli","E166","EE Electrical","STG","179425","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","1G","146606","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","2AG","134987","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","2BG","135383","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","3AG","166340","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","3BG","120027","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","GM","116845","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","GMR","1816","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","SCG","218","2023","R1"
"K L E Institute of Technology Hubli","E166","ME Mechanical","SCK","8195","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","1G","60819","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","2AG","56166","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","2AR","73494","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","3AG","52087","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","3BG","45192","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","GM","42769","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","GMK","45675","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","GMR","55904","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","SCG","133113","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","SCR","1364","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","STG","2313","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","AD Artificial Intel, Data Sc","STK","5326","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CE Civil","GM","198176","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","1G","43493","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","2AG","36065","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","2AR","37556","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","2BG","35827","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","3AG","36919","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","3BG","29772","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","3BR","34138","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","GM","29373","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","GMK","30821","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","GMR","33070","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","SCG","81380","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","SCK","85974","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","SCR","83762","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","STG","75645","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","CS Computers","STR","82490","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","1G","44381","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","2AG","55571","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","2AR","58170","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","2BG","69245","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","3AK","47559","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","3BG","43957","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","GM","43165","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","GMR","43949","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","SCG","125607","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","SCR","12848","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","EC Electronics","STG","195134","2023","R1"
"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.","E167","ME Mechanical","GM","195618","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CE Civil","SCG","203256","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","2AG","59178","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","2BG","68656","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","2BR","77540","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","3AG","63932","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","3BG","59037","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","GM","60629","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","GMR","67695","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","SCG","58119","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","SCK","61874","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","CS Computers","STK","150559","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","2AG","89460","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","2AK","109023","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","2BG","80086","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","2BR","89292","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","3AG","89357","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","3BG","80577","2023","R1"
"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore","E168","EC Electronics","GM","82435","2023","R1"
